Row,INSDC Sequence accession,ID,applicant,DeathOrSampleDate,DateInfo,English,Dutch,Latin,family,order,location,province,Lat,Long,BirdUSUV,BirdTestedWNV
157,,AS201700273,DWHC,17-10-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bernheze,Brabant,51.69,5.58,1,FALSE
158,,AS201800001,DWHC,17-10-2017,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Haarlem,N-Holland,52.31,4.68,0,FALSE
159,,AS201800002,DWHC,16-10-2017,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Haarlem,N-Holland,52.39,4.64,0,FALSE
160,,AS201800003,DWHC,19-10-2017,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Utrecht,Utrecht,52.1,5.16,0,FALSE
161,,AS201700287,DWHC,23-10-2017,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Gooise meren,N-Holland,52.28,5.15,0,FALSE
162,,AS201700291,DWHC,25-10-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Heemstede,N-Holland,52.35,4.61,0,FALSE
163,,AS201700295,DWHC,31-10-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Lelystad,Flevoland,52.51,5.5,0,FALSE
164,,AS201700298,DWHC,31-10-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Lelystad,Flevoland,52.51,5.5,0,FALSE
165,,AS201700302,DWHC,31-10-2017,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Lelystad,Flevoland,52.51,5.5,0,FALSE
166,,AS201700306,DWHC,07-11-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Den haag,Z-Holland,52.08,4.27,0,FALSE
167,,AS201700309,DWHC,07-11-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Den haag,Z-Holland,52.08,4.27,0,FALSE
168,,AS201700313,DWHC,07-11-2017,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Den haag,Z-Holland,52.08,4.27,0,FALSE
169,,AS201800007,DWHC,28-11-2017,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Groningen,Groningen,53.22,6.56,0,FALSE
170,,AS201800027,DWHC,24-01-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bronckhorst,Gelderland,52,6.24,0,FALSE
171,,AS201800028,DWHC,23-01-2018,DateFound,Fieldfare,Kramsvogel,Turdus pilaris,Turdidae,Passeriformes,Borger - odoorn,Drenthe,52.96,6.98,1,FALSE
172,,AS201800030,DWHC,05-02-2018,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Geertruidenberg,Brabant,51.71,4.85,0,FALSE
173,,AS201800062,DWHC,25-02-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Almere,Flevoland,52.33,5.28,0,FALSE
174,,AS201800048,DWHC,06-03-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Leeuwarden,Friesland,53.2,5.8,0,FALSE
175,,AS201800050,DWHC,14-03-2018,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Zuidplas,Z-Holland,51.97,4.62,0,FALSE
176,,AS201800052,DWHC,28-03-2018,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Berkelland,Gelderland,52.13,6.49,0,FALSE
177,,AS201800055,DWHC,27-03-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Landerd,Brabant,51.7,5.67,0,FALSE
178,,AS201800058,DWHC,27-03-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Landerd,Brabant,51.7,5.67,0,FALSE
179,,AS201800059,DWHC,17-05-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,De Ronde Venen,Utrecht,52.2,4.86,0,FALSE
180,,AS201800060,DWHC,22-05-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Arnhem,Gelderland,51.98,5.87,0,FALSE
181,,AS201800172,DWHC,27-05-2018,DateFound,Long-eared Owl,Ransuil,Asio otus,Strigidae,Strigiformes,Tilburg,Brabant,51.64,5.11,0,TRUE
182,,AS201800066,DWHC,04-06-2018,DateFound,Eurasian Jay,Gaai,Garrulus glandarius,Corvidae,Passeriformes,Breda,Brabant,51.58,4.74,0,FALSE
183,,AS201800063,DWHC,12-06-2018,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Echt-Susteren,Limburg,51.05,5.96,0,FALSE
184,,AS201800064,DWHC,12-06-2018,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Echt-Susteren,Limburg,51.05,5.96,0,FALSE
185,,AS201800065,DWHC,12-06-2018,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Echt-Susteren,Limburg,51.05,5.96,0,FALSE
186,,AS201800067,DWHC,18-06-2018,DateFound,Little Owl,Steenuil,Athene noctua,Strigidae,Strigiformes,Nieuwkoop,Z-Holland,52.1,4.73,0,FALSE
187,,AS201800068,DWHC,04-07-2018,DateFound,Swallow,Zwaluw,Hirundinidae (fam),Hirundinidae,Passeriformes,Wolphaartsdijk,Zeeland,51.52,3.84,0,FALSE
188,,AS201800069,DWHC,04-07-2018,DateFound,Swallow,Zwaluw,Hirundinidae (fam),Hirundinidae,Passeriformes,Wolphaartsdijk,Zeeland,51.52,3.84,0,FALSE
189,,AS201800070,DWHC,04-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Zwaanshoek,N-Holland,52.31,4.62,0,FALSE
190,,AS201800071,DWHC,10-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ede,Gelderland,52.03,5.65,0,FALSE
191,,AS201800073,DWHC,16-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Kraggenburg,Flevoland,52.68,5.9,0,FALSE
192,,AS201800096,DWHC,07-07-2018,DateFound,Common Kestrel,Torenvalk,Falco tinnunculus,Falconidae,Falconiformes,Nieuwkoop,Z-Holland,52.11,4.76,0,TRUE
193,MN122216,AS201800081,DWHC,26-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Naarden,N-Holland,52.3,5.15,1,TRUE
194,MN122217,AS201800082,DWHC,26-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Naarden,N-Holland,52.3,5.15,1,TRUE
195,,AS201800083,DWHC,30-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Lemelerveld,Overijssel,52.45,6.34,0,TRUE
196,MN122218,AS201800084,DWHC,30-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Spijk,Gelderland,53.4,6.84,1,TRUE
197,,AS201800085,DWHC,30-07-2018,DateFound,European Greenfinch,Roodborst,Chloris chloris,Fringillidae,Passeriformes,Middelburg,Zeeland,51.52,3.62,1,TRUE
198,MN122219,AS201800086,DWHC,30-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Middelburg,Zeeland,51.52,3.62,1,TRUE
199,MN122220,AS201800087,DWHC,31-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wierden,Overijssel,52.36,6.54,1,TRUE
200,MN122221,AS201800088,DWHC,31-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Losser,Overijssel,52.27,6.99,1,TRUE
201,MN122222,AS201800089,DWHC,31-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rijswijk,Z-Holland,52.03,4.35,1,TRUE
202,MN122223,AS201800090,DWHC,31-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ermelo,Gelderland,52.29,5.61,1,TRUE
203,MN122224,AS201800091,DWHC,31-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ermelo,Gelderland,52.29,5.61,1,TRUE
204,MN122225,AS201800092,DWHC,01-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rotterdam,Z-Holland,51.97,4.57,1,TRUE
205,MN122229,AS201800097,DWHC,01-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Oldambt,Groningen,53.17,7.09,1,TRUE
206,MN122226,AS201800093,DWHC,02-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Leiden,Z-Holland,52.15,4.46,1,TRUE
207,MN122227,AS201800094,DWHC,03-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bilthoven,Utrecht,52.13,5.21,1,TRUE
208,MN122228,AS201800095,DWHC,03-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Middelburg,Zeeland,51.51,3.61,1,TRUE
209,,AS201800098,DWHC,03-08-2018,DateFound,Northern Goshawk,Havik,Accipiter gentilis,Accipitridae,Accipitriformes,Tilburg,Brabant,51.54,5.05,0,TRUE
210,MN122230,AS201800099,DWHC,05-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Noordoostpolder,Flevoland,52.65,5.77,1,TRUE
211,MN122231,AS201800100,DWHC,06-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Venlo,Limburg,51.48,6.18,1,TRUE
212,MN122232,AS201800101,DWHC,05-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Tynaarlo,Drenthe,53.14,6.57,1,TRUE
213,MN122233,AS201800102,DWHC,08-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Noordenveld,Drenthe,53.14,6.47,1,TRUE
214,MN122234,AS201800103,DWHC,08-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Raalte,Overijssel,52.38,6.26,1,TRUE
215,,AS201800173,DWHC,08-08-2018,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Westland,Z-Holland,51.99,4.21,1,TRUE
216,MN122235,AS201800112,DWHC,13-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Boekel,Brabant,51.6,5.75,1,FALSE
217,MN122236,AS201800113,DWHC,12-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Westland,Z-Holland,51.99,4.21,1,FALSE
218,MN122237,AS201800114,DWHC,14-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Noordoostpolder,Flevoland,52.67,5.72,1,FALSE
219,MN122238,AS201800115,DWHC,14-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Midden groningen,Groningen,53.19,6.79,1,FALSE
220,MN122239,AS201800116,DWHC,14-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Groningen,Groningen,53.23,6.59,1,FALSE
221,MN122240,AS201800118,DWHC,15-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Den haag,Z-Holland,52.04,4.24,1,FALSE
222,,AS201800119,DWHC,15-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Den haag,Z-Holland,52.04,4.24,0,FALSE
223,MN122241,AS201800120,DWHC,16-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Utrechtse Heuvelrug,Utrecht,52.06,5.41,1,FALSE
224,MN122242,AS201800121,DWHC,15-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Heerenveen,Friesland,52.97,5.97,1,FALSE
225,,AS201800174,DWHC,13-07-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Buren (Lienden),Gelderland,51.95,5.51,1,TRUE
226,MN122243,AS201800122,DWHC,20-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Tytsjerksteradiel,Friesland,53.16,6,1,FALSE
227,MN122244,AS201800123,DWHC,17-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Tytsjerksteradiel,Friesland,53.16,6,1,FALSE
228,,AS201800124,DWHC,20-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,West maas en waal,Gelderland,51.88,5.51,0,FALSE
229,MN122245,AS201800125,DWHC,20-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Westerveld,Drenthe,52.88,6.19,1,FALSE
230,MN122246,AS201800126,DWHC,20-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Hardenberg,Overijssel,52.61,6.42,1,FALSE
231,MN122247,AS201800127,DWHC,21-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Groningen,Groningen,53.3,6.73,1,FALSE
232,MN122248,AS201800128,DWHC,20-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Zuidhorn,Groningen,53.24,6.4,1,FALSE
233,MN122249,AS201800129,DWHC,21-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Lochem,Gelderland,52.16,6.42,1,FALSE
234,,AS201800130,DWHC,22-08-2018,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Vlagtwedde,Groningen,52.94,7.18,1,FALSE
235,,AS201800175,DWHC,22-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wunseradiel,Friesland,53.04,5.5,1,TRUE
236,MN122250,AS201800150,DWHC,28-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bloemendaal,N-Holland,52.36,4.59,1,TRUE
237,MN122251,AS201800151,DWHC,29-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bloemendaal,N-Holland,52.36,4.59,1,TRUE
238,MN122252,AS201800152,DWHC,29-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bloemendaal,N-Holland,52.36,4.59,1,TRUE
239,,AS201800153,DWHC,28-08-2018,DateFound,Tawny Owl,Bosuil,Strix aluco,Strigidae,Strigiformes,Nieuwkoop,Z-Holland,52.16,4.82,0,TRUE
240,MN122253,AS201800154,DWHC,29-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Oldebroek,Gelderland,52.08,6.18,1,TRUE
241,MN122254,AS201800155,DWHC,29-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Heerhugowaard,N-Holland,52.66,4.84,1,TRUE
242,MN122255,AS201800156,DWHC,30-08-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bosch en duin,Utrecht,52.12,5.24,1,TRUE
243,MN122256,AS201800157,DWHC,03-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Borger-odoorn,Drenthe,52.85,6.85,1,TRUE
244,,AS201800158,DWHC,03-09-2018,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Leek,Groningen,53.16,6.38,1,TRUE
245,,AS201800159,DWHC,03-09-2018,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Hardenberg,Overijssel,52.57,6.6,1,TRUE
246,,AS201800176,DWHC,05-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Heerlen,Limburg,52.66,4.87,1,TRUE
247,,AS201800177,DWHC,05-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Noord Beveland,Zeeland,52.07,5.19,1,TRUE
248,,AS201800178,DWHC,06-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,De bilt,Utrecht,52.18,5.17,1,TRUE
249,,AS201800179,DWHC,09-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Midden-drenthe,Drenthe,52.88,6.59,1,TRUE
250,,AS201800160,DWHC,12-09-2018,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Tolbert,Groningen,53.18,6.37,0,TRUE
251,,AS201800161,DWHC,12-09-2018,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Leek,Groningen,53.17,6.36,0,TRUE
252,,AS201800162,DWHC,17-09-2018,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Warfhuizen,Groningen,53.33,6.42,0,TRUE
253,,AS201800180,DWHC,19-09-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Hof van Twente,Overijssel,52.23,6.53,1,TRUE
254,,AS201800181,DWHC,08-10-2018,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Tynaarlo,Drenthe,53.13,6.56,0,TRUE
255,,AS201800224,DWHC,25-11-2018,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Leiden,Z-Holland,52.15,4.45,0,TRUE
256,,AS201800225,DWHC,26-11-2018,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Lansingerland,Z-Holland,51.99,4.49,0,TRUE
257,,AS20190899,DWHC,03-01-2019,DateFound,Common Buzzard,Buizerd,Buteo buteo,Accipitridae,Accipitriformes,Nijmegen,Gelderland,51.82,5.88,0,TRUE
258,,AS20190189,DWHC,28-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Moddergat,Friesland,53.45,5.69,0,TRUE
259,,AS20190193,DWHC,28-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Moddergat,Friesland,53.45,5.69,0,TRUE
260,,AS20190197,DWHC,28-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Moddergat,Friesland,53.45,5.69,0,TRUE
261,,AS20190201,DWHC,29-01-2019,DateFound,Razorbill,Alk,Alca torda,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
262,,AS20190205,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
263,,AS20190209,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
264,,AS20190213,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
265,,AS20190217,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
266,,AS20190221,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
267,,AS20190225,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
268,,AS20190229,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Buren (Ameland),Friesland,53.46,5.79,0,TRUE
269,,AS20190233,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Schiermonnikoog,Friesland,53.51,6.29,0,TRUE
270,,AS20190237,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Schiermonnikoog,Friesland,53.51,6.29,0,TRUE
271,,AS20190241,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Zandvoort,N-Holland,52.37,4.53,0,TRUE
272,,AS20190245,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Zandvoort,N-Holland,52.38,4.53,0,TRUE
273,,AS20190249,DWHC,29-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Zandvoort,N-Holland,52.4,4.54,0,TRUE
274,,AS20190253,DWHC,29-01-2019,DateFound,Razorbill,Alk,Alca torda,Alcidae,Charadriiformes,De Cocksdorp (Texel),N-Holland,53.15,4.8,0,TRUE
275,,AS20190257,DWHC,31-01-2019,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Bergen aan Zee,N-Holland,52.66,4.63,0,TRUE
276,,AS20190099,DWHC,10-02-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Voorst,Gelderland,52.19,6.13,0,TRUE
277,,AS20190100,DWHC,05-03-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rheden,Gelderland,51.99,5.97,0,TRUE
278,,AS20190101,DWHC,18-03-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Zaanstad,N-Holland,52.49,4.8,0,FALSE
279,,AS20190102,DWHC,28-03-2019,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Hattem,Gelderland,52.46,6.06,0,FALSE
280,,AS20190103,DWHC,28-03-2019,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Hattem,Gelderland,52.46,6.06,0,FALSE
281,,AS20190104,DWHC,30-03-2019,DateFound,Common Chaffinch,Vink,Fringilla coelebs,Fringillidae,Passeriformes,Arnhem,Gelderland,52,5.9,0,FALSE
282,,AS20190105,DWHC,07-05-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Lingewaard,Gelderland,51.94,5.92,0,FALSE
283,,AS20190267,DWHC,11-06-2019,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Nieuw Wehl,Gelderland,51.98,6.17,0,TRUE
284,,AS20190392,DWHC,25-06-2019,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Deelen,Gelderland,52.1,5.92,0,TRUE
285,,AS20190274,DWHC,09-07-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Utrecht,Utrecht,52.08,5.18,0,TRUE
286,,AS20190393,DWHC,07-07-2019,DateFound,Eurasian Sparrowhawk,Sperwer,Accipiter nisus,Accipitridae,Accipitriformes,Baarn,Utrecht,52.19,5.22,0,TRUE
287,,AS20190394,DWHC,09-07-2019,DateFound,Dunnock,Heggenmus,Prunella modularis,Prunellidae,Passeriformes,Gooise meren,N-Holland,52.29,5.15,0,TRUE
288,,AS20190391,DWHC,10-07-2019,DateFound,White Stork,Ooievaar,Ciconia ciconia,Ciconiidae,Ciconiiformes,Dinkelland,Overijssel,52.36,6.96,0,TRUE
289,,AS20190287,DWHC,11-07-2019,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Utrecht,Utrecht,52.08,5.18,0,TRUE
290,,AS20190395,DWHC,15-07-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Winterswijk,Gelderland,51.98,6.7,0,TRUE
291,,AS20210356,DWHC,30-05-2021,DateFound,Muscovy Duck,Muskuseend,Cairina moschata,Anatidae,Anseriformes,Oostzaan,N-Holland,52.44,4.88,0,TRUE
292,,AS20190264,DWHC,11-07-2019,DateFound,Eurasian Eagle-owl,Oehoe,Bubo bubo,Strigidae,Strigiformes,Woold,Gelderland,51.92,6.67,0,TRUE
293,,AS20190307,DWHC,23-07-2019,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Tytsjerksteradiel,Friesland,53.21,5.91,0,TRUE
294,,AS20190563,DWHC,23-07-2019,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Tytsjerksteradiel,Friesland,53.21,5.91,0,TRUE
295,,AS20190314,DWHC,23-07-2019,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Tytsjerksteradiel,Friesland,53.21,5.91,0,TRUE
296,,AS20190318,DWHC,24-07-2019,DateFound,Tern,Sternachtige,Sterninae (fam),Laridae,Charadriiformes,Utrecht,Utrecht,52.14,5.09,0,TRUE
297,,AS20190322,DWHC,24-07-2019,DateFound,Common Tern,Visdief,Sterna hirundo,Laridae,Charadriiformes,Bierum,Groningen,53.41,6.89,0,TRUE
298,,AS20190326,DWHC,24-07-2019,DateFound,Common Tern,Visdief,Sterna hirundo,Laridae,Charadriiformes,Bierum,Groningen,53.41,6.89,0,TRUE
299,,AS20190360,DWHC,05-08-2019,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Zuidlaren,Drenthe,53.09,6.68,0,TRUE
300,,AS20190364,DWHC,06-08-2019,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Hedel,Gelderland,51.76,5.26,0,TRUE
301,,AS20190368,DWHC,08-08-2019,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Westerwolde,Groningen,53.01,7.12,0,TRUE
302,,AS20211115,DWHC,11-10-2021,DateFound,Muscovy Duck,Muskuseend,Cairina moschata,Anatidae,Anseriformes,Zevenhoven,Z-Holland,52.19,4.82,0,TRUE
303,,AS20190478,DWHC,12-08-2019,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Noordenveld,Drenthe,53.12,6.39,0,TRUE
304,,AS20190411,DWHC,14-08-2019,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Montferland,Gelderland,51.94,6.13,0,TRUE
305,,AS20190396,DWHC,14-08-2019,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Haarlem,N-Holland,52.42,4.66,1,TRUE
306,,AS20190530,DWHC,19-08-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Utrechtse Heuvelrug,Utrecht,52,5.46,1,TRUE
307,,AS20190516,DWHC,20-08-2019,DateFound,Barn Swallow,Boerenzwaluw,Hirundo rustica,Hirundinidae,Passeriformes,Coevorden,Drenthe,52.8,6.79,1,FALSE
308,,AS20190531,DWHC,21-08-2019,DateFound,Eurasian Sparrowhawk,Sperwer,Accipiter nisus,Accipitridae,Accipitriformes,Haarlemmermeer,N-Holland,52.29,4.6,0,TRUE
309,,AS20190486,DWHC,26-08-2019,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Rotterdam,Z-Holland,51.93,4.46,0,TRUE
310,,AS20190490,DWHC,27-08-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Renkum,Gelderland,51.98,5.81,1,TRUE
311,,AS20190494,DWHC,28-08-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Amersfoort,Utrecht,52.2,5.38,1,TRUE
312,,AS20190450,DWHC,03-09-2019,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Gemert-Bakel,Brabant,51.58,5.72,1,TRUE
